id,gender,age,income,marital,education,min_offer
2977,F,91,89000.0,married,tertiary education,184
2978,F,62,46000.0,married,tertiary education,22
2979,M,79,47000.0,single,upper secondary and post-secondary non-tertiary,19
2980,M,33,51000.0,single,tertiary education,31
2981,F,23,65000.0,single,tertiary education,120
2982,M,42,56000.0,married,tertiary education,0
2983,M,68,68000.0,married,upper secondary and post-secondary non-tertiary,0
2984,F,52,68000.0,single,upper secondary and post-secondary non-tertiary,74
2985,F,48,72000.0,divorced,tertiary education,55
2986,M,37,74000.0,single,upper secondary and post-secondary non-tertiary,219
2987,F,73,39000.0,single,below upper secondary,56
2988,M,35,35000.0,married,tertiary education,11
2989,M,55,87000.0,divorced,tertiary education,0
2990,F,51,73000.0,single,below upper secondary,48
2991,F,53,55000.0,married,tertiary education,0
2992,M,59,48000.0,married,tertiary education,70
2993,F,56,110000.0,divorced,tertiary education,127
2994,M,54,67000.0,married,tertiary education,88
2995,M,47,54000.0,married,upper secondary and post-secondary non-tertiary,166
2996,M,63,32000.0,divorced,tertiary education,2
2997,F,64,73000.0,single,below upper secondary,58
2998,F,21,39000.0,single,tertiary education,0
2999,F,52,112000.0,married,tertiary education,102
3000,F,70,80000.0,married,tertiary education,207
3001,M,24,50000.0,single,upper secondary and post-secondary non-tertiary,78
3002,M,45,36000.0,single,upper secondary and post-secondary non-tertiary,31
3003,M,18,60000.0,married,tertiary education,75
3004,M,52,32000.0,married,tertiary education,0
3005,M,39,51000.0,married,tertiary education,30
3006,M,47,59000.0,married,tertiary education,64
3007,M,32,49000.0,married,tertiary education,53
3008,F,46,41000.0,married,upper secondary and post-secondary non-tertiary,0
3009,F,64,30000.0,married,tertiary education,39
3010,M,38,43000.0,married,tertiary education,55
3011,M,51,71000.0,married,upper secondary and post-secondary non-tertiary,44
3012,M,65,50000.0,married,upper secondary and post-secondary non-tertiary,50
3013,F,78,85000.0,married,tertiary education,0
3014,F,40,56000.0,single,upper secondary and post-secondary non-tertiary,0
3015,F,54,65000.0,married,tertiary education,73
3016,M,60,31000.0,married,tertiary education,10
3017,M,85,47000.0,married,tertiary education,46
3018,M,56,37000.0,married,upper secondary and post-secondary non-tertiary,68
3019,M,47,58000.0,married,upper secondary and post-secondary non-tertiary,47
3020,M,42,70000.0,married,tertiary education,0
3021,M,63,66000.0,married,tertiary education,56
3022,M,22,38000.0,single,tertiary education,19
3023,M,19,32000.0,married,tertiary education,24
3024,M,61,98000.0,single,upper secondary and post-secondary non-tertiary,186
3025,F,59,60000.0,single,below upper secondary,0
3026,M,47,39000.0,married,tertiary education,48
3027,F,51,77000.0,single,upper secondary and post-secondary non-tertiary,197
3028,F,69,33000.0,married,tertiary education,12
3029,M,26,47000.0,single,tertiary education,69
3030,M,18,37000.0,single,upper secondary and post-secondary non-tertiary,72
3031,M,20,31000.0,single,tertiary education,37
3032,M,43,59000.0,single,upper secondary and post-secondary non-tertiary,18
3033,M,23,35000.0,single,tertiary education,10
3034,F,57,34000.0,married,tertiary education,59
3035,F,78,66000.0,married,tertiary education,105
3036,M,97,31000.0,married,tertiary education,6
3037,M,36,74000.0,married,tertiary education,0
3038,M,85,50000.0,single,upper secondary and post-secondary non-tertiary,0
3039,F,69,55000.0,single,below upper secondary,146
3040,M,66,40000.0,divorced,tertiary education,37
3041,M,39,31000.0,single,below upper secondary,104
3042,F,58,75000.0,married,tertiary education,116
3043,M,45,67000.0,married,tertiary education,96
3044,M,54,64000.0,married,upper secondary and post-secondary non-tertiary,83
3045,F,59,53000.0,married,upper secondary and post-secondary non-tertiary,105
3046,M,24,55000.0,single,below upper secondary,1
3047,M,61,62000.0,married,upper secondary and post-secondary non-tertiary,195
3048,M,74,54000.0,single,upper secondary and post-secondary non-tertiary,48
3049,M,29,71000.0,single,tertiary education,21
3050,F,61,97000.0,married,tertiary education,126
3051,F,73,37000.0,widowed,tertiary education,77
3052,F,52,51000.0,single,upper secondary and post-secondary non-tertiary,0
3053,F,73,84000.0,married,tertiary education,131
3054,F,54,75000.0,single,upper secondary and post-secondary non-tertiary,21
3055,F,81,57000.0,married,tertiary education,28
3056,F,64,72000.0,married,upper secondary and post-secondary non-tertiary,36
3057,M,65,78000.0,married,tertiary education,137
3058,M,65,74000.0,married,tertiary education,0
3059,M,29,65000.0,single,below upper secondary,77
3060,M,33,44000.0,single,upper secondary and post-secondary non-tertiary,28
3061,M,74,61000.0,single,upper secondary and post-secondary non-tertiary,9
3062,M,64,44000.0,married,tertiary education,0
3063,M,50,89000.0,married,upper secondary and post-secondary non-tertiary,0
3064,F,44,72000.0,married,tertiary education,0
3065,F,63,54000.0,married,tertiary education,102
3066,F,77,46000.0,married,upper secondary and post-secondary non-tertiary,34
3067,M,64,48000.0,single,upper secondary and post-secondary non-tertiary,55
3068,F,72,85000.0,married,upper secondary and post-secondary non-tertiary,185
3069,M,56,64000.0,single,upper secondary and post-secondary non-tertiary,0
3070,M,73,67000.0,married,tertiary education,3
3071,M,52,47000.0,single,below upper secondary,58
3072,M,43,45000.0,single,upper secondary and post-secondary non-tertiary,0
3073,M,49,66000.0,single,upper secondary and post-secondary non-tertiary,27
3074,M,87,65000.0,married,upper secondary and post-secondary non-tertiary,4
3075,F,40,38000.0,married,tertiary education,50
3076,F,63,55000.0,married,tertiary education,31
3077,F,86,75000.0,married,upper secondary and post-secondary non-tertiary,225
3078,M,51,104000.0,single,upper secondary and post-secondary non-tertiary,201
3079,F,53,106000.0,married,tertiary education,15
3080,M,62,68000.0,married,tertiary education,41
3081,M,56,72000.0,single,below upper secondary,46
3082,F,53,48000.0,separated,tertiary education,206
3083,F,61,65000.0,married,tertiary education,0
3084,F,59,77000.0,divorced,tertiary education,92
3085,M,58,119000.0,single,below upper secondary,0
3086,M,80,58000.0,divorced,tertiary education,57
3087,M,59,87000.0,divorced,tertiary education,253
3088,M,24,42000.0,single,tertiary education,24
3089,M,88,62000.0,single,upper secondary and post-secondary non-tertiary,130
3090,M,73,54000.0,married,upper secondary and post-secondary non-tertiary,50
3091,M,61,33000.0,single,upper secondary and post-secondary non-tertiary,19
3092,M,56,50000.0,single,below upper secondary,37
3093,F,71,87000.0,married,tertiary education,35
3094,F,48,71000.0,married,tertiary education,26
3095,F,78,81000.0,married,upper secondary and post-secondary non-tertiary,0
3096,F,53,88000.0,married,tertiary education,220
3097,F,49,71000.0,married,tertiary education,43
3098,M,72,92000.0,married,tertiary education,119
3099,F,75,115000.0,single,upper secondary and post-secondary non-tertiary,14
3100,M,25,61000.0,single,tertiary education,129
3101,F,47,50000.0,married,tertiary education,36
3102,F,45,74000.0,married,tertiary education,67
3103,F,59,68000.0,married,tertiary education,0
3104,F,92,37000.0,single,upper secondary and post-secondary non-tertiary,51
3105,M,50,38000.0,married,tertiary education,106
3106,F,73,53000.0,divorced,tertiary education,6
3107,F,58,88000.0,married,upper secondary and post-secondary non-tertiary,47
3108,M,22,57000.0,single,upper secondary and post-secondary non-tertiary,0
3109,M,67,45000.0,separated,tertiary education,50
3110,M,30,48000.0,married,tertiary education,51
3111,M,45,46000.0,married,tertiary education,78
3112,F,58,73000.0,single,below upper secondary,113
3113,F,62,52000.0,single,below upper secondary,9
3114,F,91,71000.0,married,upper secondary and post-secondary non-tertiary,86
3115,M,70,68000.0,separated,tertiary education,45
3116,M,39,50000.0,married,tertiary education,0
3117,M,58,39000.0,married,tertiary education,34
3118,F,49,87000.0,divorced,tertiary education,417
3119,F,89,81000.0,divorced,tertiary education,268
3120,M,44,68000.0,divorced,tertiary education,77
3121,F,55,44000.0,married,tertiary education,120
3122,M,56,38000.0,married,tertiary education,36
3123,M,65,76000.0,married,tertiary education,71
3124,M,90,38000.0,single,upper secondary and post-secondary non-tertiary,0
3125,M,62,52000.0,single,upper secondary and post-secondary non-tertiary,2
3126,F,63,68000.0,single,upper secondary and post-secondary non-tertiary,14
3127,F,36,40000.0,divorced,tertiary education,44
3128,F,62,94000.0,single,below upper secondary,95
3129,M,19,43000.0,single,below upper secondary,18
3130,M,76,118000.0,widowed,tertiary education,48
3131,M,43,51000.0,married,tertiary education,42
3132,M,24,50000.0,single,upper secondary and post-secondary non-tertiary,0
3133,F,83,58000.0,single,below upper secondary,22
3134,M,67,34000.0,separated,tertiary education,21
3135,F,35,45000.0,divorced,tertiary education,0
3136,M,65,61000.0,single,upper secondary and post-secondary non-tertiary,40
3137,F,58,109000.0,married,tertiary education,18
3138,M,43,72000.0,married,tertiary education,160
3139,F,71,89000.0,married,tertiary education,67
3140,F,69,85000.0,single,below upper secondary,68
3141,M,67,38000.0,married,upper secondary and post-secondary non-tertiary,54
3142,F,48,94000.0,divorced,tertiary education,146
3143,M,43,34000.0,single,upper secondary and post-secondary non-tertiary,0
3144,M,23,42000.0,single,tertiary education,26
3145,F,75,109000.0,married,upper secondary and post-secondary non-tertiary,9
3146,F,32,64000.0,single,upper secondary and post-secondary non-tertiary,54
3147,M,58,79000.0,married,tertiary education,36
3148,F,62,40000.0,divorced,tertiary education,46
3149,M,41,42000.0,married,upper secondary and post-secondary non-tertiary,0
3150,M,42,68000.0,married,tertiary education,29
3151,M,27,32000.0,single,below upper secondary,13
3152,M,63,84000.0,married,tertiary education,174
3153,M,43,34000.0,single,below upper secondary,46
3154,M,21,47000.0,single,tertiary education,64
3155,M,70,79000.0,married,tertiary education,56
3156,F,67,65000.0,married,tertiary education,39
3157,M,71,69000.0,married,tertiary education,107
3158,M,30,60000.0,single,tertiary education,106
3159,M,36,64000.0,married,tertiary education,64
3160,M,72,48000.0,separated,tertiary education,102
3161,M,58,54000.0,married,tertiary education,122
3162,M,22,72000.0,single,upper secondary and post-secondary non-tertiary,0
3163,M,45,86000.0,married,upper secondary and post-secondary non-tertiary,123
3164,F,39,52000.0,married,tertiary education,49
3165,M,66,88000.0,married,upper secondary and post-secondary non-tertiary,122
3166,M,45,62000.0,married,tertiary education,131
3167,F,41,56000.0,single,upper secondary and post-secondary non-tertiary,4
3168,F,20,54000.0,single,tertiary education,0
3169,M,56,56000.0,married,tertiary education,117
3170,F,73,113000.0,married,tertiary education,0
3171,F,65,48000.0,married,tertiary education,15
3172,F,88,69000.0,married,tertiary education,83
3173,M,64,67000.0,married,tertiary education,21
3174,F,53,65000.0,single,below upper secondary,0
3175,M,82,44000.0,married,tertiary education,45
3176,F,34,33000.0,single,upper secondary and post-secondary non-tertiary,7
3177,F,83,107000.0,single,upper secondary and post-secondary non-tertiary,170
3178,F,43,66000.0,married,tertiary education,32
3179,M,82,63000.0,divorced,tertiary education,19
3180,M,56,55000.0,married,tertiary education,43
3181,F,59,95000.0,married,tertiary education,194
3182,M,55,62000.0,separated,tertiary education,118
3183,F,65,97000.0,married,tertiary education,0
3184,F,68,68000.0,married,tertiary education,258
3185,M,47,40000.0,married,tertiary education,26
3186,F,36,35000.0,married,tertiary education,0
3187,F,40,71000.0,married,tertiary education,134
3188,F,54,55000.0,divorced,tertiary education,35
3189,M,71,59000.0,divorced,tertiary education,186
3190,M,37,67000.0,single,upper secondary and post-secondary non-tertiary,123
3191,M,54,58000.0,married,upper secondary and post-secondary non-tertiary,46
3192,M,49,72000.0,single,upper secondary and post-secondary non-tertiary,185
3193,M,72,62000.0,single,upper secondary and post-secondary non-tertiary,114
3194,M,35,35000.0,single,upper secondary and post-secondary non-tertiary,0
3195,M,58,61000.0,married,upper secondary and post-secondary non-tertiary,115
3196,M,73,71000.0,divorced,tertiary education,34
3197,F,55,119000.0,single,upper secondary and post-secondary non-tertiary,109
3198,M,42,86000.0,married,tertiary education,97
3199,M,57,83000.0,single,upper secondary and post-secondary non-tertiary,10
3200,M,19,53000.0,married,tertiary education,0
3201,F,58,46000.0,married,tertiary education,62
3202,F,63,65000.0,married,tertiary education,0
3203,F,66,87000.0,divorced,tertiary education,0
3204,F,60,65000.0,single,upper secondary and post-secondary non-tertiary,10
3205,M,51,75000.0,separated,tertiary education,99
3206,M,46,46000.0,married,tertiary education,33
3207,M,81,76000.0,divorced,tertiary education,172
3208,F,37,58000.0,married,tertiary education,68
3209,M,21,58000.0,single,upper secondary and post-secondary non-tertiary,13
3210,F,77,62000.0,married,tertiary education,34
3211,F,18,40000.0,single,below upper secondary,0
3212,F,70,71000.0,separated,tertiary education,148
3213,M,57,95000.0,married,tertiary education,0
3214,F,62,58000.0,married,upper secondary and post-secondary non-tertiary,4
3215,M,21,71000.0,single,tertiary education,59
3216,F,69,53000.0,divorced,tertiary education,53
3217,M,62,64000.0,married,tertiary education,0
3218,M,48,71000.0,single,upper secondary and post-secondary non-tertiary,6
3219,M,21,60000.0,single,upper secondary and post-secondary non-tertiary,75
3220,M,75,94000.0,single,upper secondary and post-secondary non-tertiary,200
3221,F,82,73000.0,divorced,tertiary education,98
3222,M,56,30000.0,married,upper secondary and post-secondary non-tertiary,29
3223,M,45,60000.0,married,tertiary education,0
3224,F,28,32000.0,separated,tertiary education,12
3225,F,56,60000.0,married,tertiary education,91
3226,F,49,51000.0,married,upper secondary and post-secondary non-tertiary,106
3227,M,61,99000.0,married,tertiary education,187
3228,F,35,33000.0,single,upper secondary and post-secondary non-tertiary,37
